,Title,Brand,Price,Ratings,Sizes,Product Url,Image Url
45,Men's Official Shirt - White,Generic ,"KSh 1,299 ",2,"['S', 'M', 'L', 'XL']",https://www.jumia.co.ke/generic-mens-official-shirt-white-19626594.html,"https://ke.jumia.is/dOai1YMoDl1pLuMg_pMuLzGED6U=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/49/562691/1.jpg?5308"
46,Men's Shirt Summer Fashion Cotton Short Sleeve Cartoon Printed Young Men T-shirt Round Collar Slim,Fashion ,KSh 450  - KSh 550 ,,"['M', 'L', 'XL', 'XXL', 'XXXL']",https://www.jumia.co.ke/fashion-mens-shirt-summer-fashion-cotton-short-sleeve-cartoon-printed-young-men-t-shirt-round-collar-slim-24938270.html,"https://ke.jumia.is/SIqhU9C6c6hn-D21xVUCDJT_sXI=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/07/283942/1.jpg?6347"
47,Kenyan Design Tshirt,Fashion ,"KSh 1,000  - KSh 1,200 ",8,"['S', 'M', 'L', 'XL', 'XXL']",https://www.jumia.co.ke/kenyan-design-tshirt-fashion-mpg208561.html,"https://ke.jumia.is/laVaflPL8FJ4hY__6A3-G5i_1E8=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/33/022462/1.jpg?2745"
48,Scoop Neck Mancheste.r United Home Jersey Kit,Fashion ,"KSh 2,000 ",,"['S', 'M', 'L', 'XL']",https://www.jumia.co.ke/fashion-scoop-neck-mancheste.r-united-home-jersey-kit-28299055.html,"https://ke.jumia.is/RjPDoz-aRKaBUAdC5kPYFztTE7s=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/55/099282/1.jpg?3009"
49,Printing Lapel Long-sleeved Men's Autumn And Winter-blue,Fashion ,"KSh 1,590 ",,"['S', 'M', 'L', 'XL', 'XXL']",https://www.jumia.co.ke/fashion-printing-lapel-long-sleeved-mens-autumn-and-winter-blue-26011748.html,"https://ke.jumia.is/XJ2lFZKe0q9_711ZuyKO1QO0l_o=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/84/711062/1.jpg?9888"
50,Pour Milk Printing Casual Men's Short-sleeved T-shirt - Black,Generic ,"KSh 1,500 ",8,"['M', 'L', 'XL', 'XXL']",https://www.jumia.co.ke/generic-pour-milk-printing-casual-mens-short-sleeved-t-shirt-black-13948699.html,"https://ke.jumia.is/xaFTmrqDW_A7Azvx0yymqRzt3X8=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/99/684931/1.jpg?9238"
51,V-Neck Plain White T-Shirt,Fashion ,KSh 690 ,,"['M', 'L', 'XL']",https://www.jumia.co.ke/fashion-v-neck-plain-white-t-shirt-27768740.html,"https://ke.jumia.is/4w8uFEPYYrrhy1p6IWCj2EtrxXQ=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/04/786772/1.jpg?1115"
52,Polo Shirt Orange,Fashion ,KSh 750  - KSh 799 ,1,"['S', 'M', 'L', 'XL']",https://www.jumia.co.ke/fashion-polo-shirt-orange-19721055.html,"https://ke.jumia.is/Cng1B4kB3S63B4aZJodaiuGOGg0=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/55/012791/1.jpg?8033"
53,Formal Official slim fit Long Sleeved Shirt,Fashion ,KSh 999 ,,"['S', 'M', 'L', 'XL', 'XXL', 'XXXL']",https://www.jumia.co.ke/fashion-formal-official-slim-fit-long-sleeved-shirt-27926524.html,"https://ke.jumia.is/ztw_aiuhPdRgxoQJSS6pf1i0P0c=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/42/562972/1.jpg?0524"
54,Men's 3D Baseball Uniform-Black,Fashion ,"KSh 1,188 ",,"['M', 'L', 'XL', 'XXL', 'XXXL']",https://www.jumia.co.ke/fashion-mens-3d-baseball-uniform-black-28407540.html,"https://ke.jumia.is/l3AoDafK_4z9e6Dkx7tq7Wi0Km0=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/04/570482/1.jpg?5791"
55,Men's Vest - 3 Pieces White,Fashion ,KSh 799 ,,"['M', 'L', 'XL', '2XL']",https://www.jumia.co.ke/fashion-mens-vest-3-pieces-white-27701131.html,"https://ke.jumia.is/uIHbi5dOBIap5eSIwMJTiMuwFd4=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/13/110772/1.jpg?4545"
56,2-in-1 Men's Short Sleeve Shorts Set - White,Fashion ,"KSh 1,250  - KSh 1,450 ",,"['M', 'L', 'XL', 'XXL', 'XXXL', 'xxxxl']",https://www.jumia.co.ke/fashion-2-in-1-mens-short-sleeve-shorts-set-white-15942253.html,"https://ke.jumia.is/mdlzynMJZoam9P3m3poSU6TnCXI=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/35/224951/1.jpg?9836"
57,Women's Long Sleeve Casual Loose T-Shirt Dress（black）,Fashion ,"KSh 1,339 ",,"['S', 'M', 'L', 'XL', 'XXL', 'XXXL', 'XXXXL', 'XXXXXL']",https://www.jumia.co.ke/fashion-womens-long-sleeve-casual-loose-t-shirt-dressblack-28224381.html,"https://ke.jumia.is/WwaiIxge3teuGr4VZwt7FxPWxso=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/18/342282/1.jpg?6312"
58, 254 White cotton hoodie,Fashion ,"KSh 2,600 ",,"['S', 'M', 'L', 'XL']",https://www.jumia.co.ke/fashion-254-white-cotton-hoodie-28016409.html,"https://ke.jumia.is/2n2C5vNOD4QRQLJkdwXPkNNUzTE=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/90/461082/1.jpg?6788"
59,Women's Long Sleeve Casual Loose T-Shirt Dress（red）,Fashion ,"KSh 1,339 ",,"['S', 'M', 'L', 'XL', 'XXL', 'XXXL', 'XXXXL', 'XXXXXL']",https://www.jumia.co.ke/fashion-womens-long-sleeve-casual-loose-t-shirt-dressred-28223897.html,"https://ke.jumia.is/SEmKB3PnXgzYaKyX-9Q1gy4OdXw=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/79/832282/1.jpg?6249"
60,African Dashiki Print  T-shirt - Black,Fashion ,KSh 999 ,4,"['S', 'M', 'L', 'XL', 'XXL']",https://www.jumia.co.ke/fashion-african-dashiki-print-t-shirt-black-11449824.html,"https://ke.jumia.is/F9AYgMjObcedU1QZOOPSCobVY7w=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/42/894411/1.jpg?4365"
61,Red Long-sleeved t shirt,Fashion ,KSh 750 ,3,"['S', 'M', 'L', 'XL']",https://www.jumia.co.ke/fashion-red-long-sleeved-t-shirt-25859886.html,"https://ke.jumia.is/vZe8S9NbuxyoQfTFP0vYn8kKjzo=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/68/895852/1.jpg?8491"
62,New fashion color trend body decoration gentleman dynamic men's lapel long-sleeved shirt-Multi,Fashion ,"KSh 1,433 ",,"['S', 'M', 'L', 'XL', 'XXL']",https://www.jumia.co.ke/fashion-new-fashion-color-trend-body-decoration-gentleman-dynamic-mens-lapel-long-sleeved-shirt-multi-15839573.html,"https://ke.jumia.is/QC0PwIivTyGG9MvJOG0VipLmpHU=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/37/593851/1.jpg?7459"
63,Men's Short Sleeve Printed Shirt Fashion Trend Lapel Slim Shirt-Blue,Fashion ,"KSh 1,508 ",,"['S', 'M', 'L', 'XL', 'XXL']",https://www.jumia.co.ke/fashion-mens-short-sleeve-printed-shirt-fashion-trend-lapel-slim-shirt-blue-17967077.html,"https://ke.jumia.is/hlcRrpKAsc5drL8K_9oQ3R5W1zU=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/77/076971/1.jpg?4288"
64,Men Shirt Fashion Long Sleeve New Palace Printed Flower New,Generic ,"KSh 1,099  - KSh 1,199 ",1,"['M', 'L', 'XL', 'XXXL', 'XXXXL']",https://www.jumia.co.ke/generic-men-shirt-fashion-long-sleeve-new-palace-printed-flower-new-26021487.html,"https://ke.jumia.is/zs21neI-lmzigBNJzV53pVwUmFI=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/78/412062/1.jpg?4152"
65,Boys 3pcs Long Sleeve Tops  Kids Children's Men Cotton T-shirt,Fashion ,"KSh 2,550 ",,"['6-7 Years', '7-8 Years', '8-9 Years', '9-10 Years', '11-12 Years']",https://www.jumia.co.ke/fashion-boys-3pcs-long-sleeve-tops-kids-childrens-men-cotton-t-shirt-28471439.html,"https://ke.jumia.is/BeQuUopJAQX1W0333KNQsopT4_4=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/93/417482/1.jpg?2346"
66,5 Pack Men Shirts  Official Slim fit 100% Cotton - - -,Fashion ,"KSh 5,995 ",,"['S', 'M', 'L', 'XL', 'XXL']",https://www.jumia.co.ke/fashion-5-pack-men-shirts-official-slim-fit-100-cotton-15684908.html,"https://ke.jumia.is/Y-PKGnt90IGBDZBVzWMqtkIpi1o=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/80/948651/1.jpg?2292"
67,Sky Blue Men's T-Shirt With Checked Collar,Shaphir ,"KSh 1,200 ",1,"['S', 'L', 'XL']",https://www.jumia.co.ke/shaphir-sky-blue-mens-t-shirt-with-checked-collar-467217.html,"https://ke.jumia.is/GPBkUCwOpHhAQWg9EuvnB12Wdh4=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/71/2764/1.jpg?6938"
68,Floral Printed Long Sleeves Men Shirt - WHITE,Fashion ,"KSh 1,852 ",3,"['M', 'L', 'XL', 'XXL', 'XXXL']",https://www.jumia.co.ke/fashion-floral-printed-long-sleeves-men-shirt-white-14131189.html,"https://ke.jumia.is/0T9uKr4pY11oBHaf9IMMvzB5ypE=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/98/113141/1.jpg?0521"
69,Black Short Sleeved Men Shirt,Zecchino ,KSh 630 ,1,"['S', 'M', 'L']",https://www.jumia.co.ke/zecchino-black-short-sleeved-men-shirt-249593.html,"https://ke.jumia.is/Q5W9cxO1iE9WqNmlDv2Zt7RAjB0=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/39/5942/1.jpg?8469"
70,Blue Checked Shirt,Zecchino ,KSh 540 ,1,"['S', 'M']",https://www.jumia.co.ke/zecchino-blue-checked-shirt-148950.html,"https://ke.jumia.is/YDLSasmEH9ZDgPH_dlscfBFQwiI=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/05/9841/1.jpg?1707"
71,Men's Slim Fit Long Sleeve Floral Print Shirt,Fashion ,"KSh 1,899 ",,"['M', 'L', 'XL', 'XXL', 'XXXL', 'XXXXL', 'XXXXXL']",https://www.jumia.co.ke/fashion-mens-slim-fit-long-sleeve-floral-print-shirt-25985417.html,"https://ke.jumia.is/cxYzkMeVsbdBGBtcUkSBr1ELNZs=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/71/458952/1.jpg?5287"
72,Men's Block Long Sleeve Shirt Casual Business Shirt,Fashion ,"KSh 1,499 ",2,"['M', 'L', 'XL', 'XXL', 'XXXL']",https://www.jumia.co.ke/fashion-mens-block-long-sleeve-shirt-casual-business-shirt-25996062.html,"https://ke.jumia.is/BNqiFsk8jFCNcYHHntvtopLAzRI=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/26/069952/1.jpg?9909"
73,Men's Cotton Color Collar Polo Shirt - Maroon,Fashion ,KSh 699 ,,"['M', 'L', 'XL', 'XXL']",https://www.jumia.co.ke/fashion-mens-cotton-color-collar-polo-shirt-maroon-28497732.html,"https://ke.jumia.is/KzWGhxh5lumU3q6rbrExTCbkNKY=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/23/779482/1.jpg?3028"
74,Mens Short Sleeve Printed Round Neck Tee - 150 Grams,Jack & Jones ,KSh 530 ,4,"['S', 'L', 'XXL']",https://www.jumia.co.ke/jack-jones-mens-short-sleeve-printed-round-neck-tee-150-grams-26322003.html,"https://ke.jumia.is/o84Woapf5rNN_jN12NHEUKC7Jtk=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/30/022362/1.jpg?3966"
75,Men's long sleeve t-shirt this is me pattern - white,Generic ,KSh 799 ,,"['M', 'L', 'XL', 'XXL', 'XXXL', 'xxxxxl', 'xxxxl']",https://www.jumia.co.ke/generic-mens-long-sleeve-t-shirt-this-is-me-pattern-white-19674528.html,"https://ke.jumia.is/Vl4j7wWdSKs4dKSVJcAl0QUGKtg=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/82/547691/1.jpg?6657"
76,Men's Short Sleeve Print Beach Vacation Shirt,Fashion ,"KSh 1,099 ",,"['S', 'M', 'L', 'XXL']",https://www.jumia.co.ke/fashion-mens-short-sleeve-print-beach-vacation-shirt-23331442.html,"https://ke.jumia.is/AoqWGy7W5Ftvspy5cK92RsTGXpo=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/24/413332/1.jpg?9004"
77,Official Shirt - White - Long Sleeve,Mens Fashionplus ,"KSh 1,789 ",,"['S', 'M', 'L', 'XL']",https://www.jumia.co.ke/mens-fashionplus-official-shirt-white-long-sleeve-3534959.html,"https://ke.jumia.is/XpTM3nOTT3uVnaGdxbPJ_Zhseps=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/95/94353/1.jpg?9125"
78,US Air Force Men's Pure Cotton Casual T-Shirt(Color:White),Fashion ,"KSh 1,650 ",,"['M', 'L', 'XL', 'XXL', 'XXXL']",https://www.jumia.co.ke/fashion-us-air-force-mens-pure-cotton-casual-t-shirtcolorwhite-4137599.html,"https://ke.jumia.is/GIO2MA1wqfJBvDaa0Tok6_hGfA4=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/99/57314/1.jpg?6946"
79,3 Pack V Neck T-shirts /white Black /Grey,Fashion ,"KSh 1,500 ",,"['M', 'L', 'XL']",https://www.jumia.co.ke/fashion-3-pack-v-neck-t-shirts-white-black-grey-28482646.html,"https://ke.jumia.is/lbsoT-E8wYiRwL4JKNP56Xe-Q_I=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/64/628482/1.jpg?6125"
80,Mens Short Sleeve Printed Round Neck Tee - 150 Grams,Jack & Jones ,KSh 530 ,3,"['S', 'M', 'L']",https://www.jumia.co.ke/jack-jones-mens-short-sleeve-printed-round-neck-tee-150-grams-26322008.html,"https://ke.jumia.is/SXCOy0MtqDzjlE1mFw-sgCvDrgE=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/80/022362/1.jpg?3966"
81, Goodthreads Mens shirt Standard-Fit Long-Sleeve,Fashion ,KSh 999 ,,"['L', 'XL']",https://www.jumia.co.ke/fashion-goodthreads-mens-shirt-standard-fit-long-sleeve-28099768.html,"https://ke.jumia.is/qehFC2hIORQnxzOrMgJENaoaZpY=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/86/799082/1.jpg?1927"
82,Men's long sleeve t-shirt camel - black,Generic ,KSh 799 ,1,"['M', 'L', 'XL', 'XXL', 'XXXL', 'xxxxxl', 'xxxxl']",https://www.jumia.co.ke/generic-mens-long-sleeve-t-shirt-camel-black-19706130.html,"https://ke.jumia.is/2rttInIkbYyP8aelolirjyC4Op0=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/03/160791/1.jpg?3814"
83,Me I Love Nairobi Black Tshirt,Fashion ,"KSh 1,000  - KSh 1,200 ",1,"['S', 'M', 'L', 'XL', 'XXL']",https://www.jumia.co.ke/black-me-i-love-nairobi-tshirt-fashion-mpg208471.html,"https://ke.jumia.is/1dRcG0OQfRMwlrIgwjNqqYR_z0g=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/21/597462/1.jpg?3084"
84,huskspo Men's Print Button Turn-Down Collar Slim Fit Short Sleeve Shirt Top Blouse,Fashion ,"KSh 3,354  - KSh 3,985 ",,"['S', 'M', 'L', 'XL', 'XXL', 'XXXL', '5XL']",https://www.jumia.co.ke/fashion-huskspo-mens-print-button-turn-down-collar-slim-fit-short-sleeve-shirt-top-blouse-20825855.html,"https://ke.jumia.is/lewrMpIF78s_NdENQnAUifgFjqs=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/55/852802/1.jpg?6243"
85,2 Pack Official Men Shirts 100% Cotton- Blue&Purple,Fashion ,"KSh 1,499 ",,"['S', 'M', 'L', 'XL', 'XXL']",https://www.jumia.co.ke/fashion-2-pack-official-men-shirts-100-cotton-bluepurple-28068844.html,"https://ke.jumia.is/O9YmLfPRub6ZkH6N2RQMUgB8CiE=/fit-in/220x220/filters:fill(white):sharpen(1,0,false):quality(100)/product/44/886082/1.jpg?5019"
